version,skill,episode,success
seed4,task2,70,1
seed4,task2,71,1
seed4,task2,72,1
seed4,task2,73,1
seed4,task2,74,1
seed4,task2,75,1
seed4,task2,76,0
seed4,task2,77,1
seed4,task2,78,1
seed4,task2,79,1
seed4,task2,80,1
seed4,task2,81,1
seed4,task2,82,1
seed4,task2,83,1
seed4,task2,84,0
seed4,task2,85,1
seed4,task2,86,1
seed4,task2,87,1
seed4,task2,88,1
seed4,task2,89,1
seed4,task2,90,0
seed4,task2,91,1
seed4,task2,92,1
seed4,task2,93,1
seed4,task2,94,1
seed4,task2,95,1
seed4,task2,96,1
seed4,task2,97,1
seed4,task2,98,1
seed4,task2,99,1
seed4,task3,0,0
seed4,task3,1,1
seed4,task3,2,1
seed4,task3,3,1
seed4,task3,4,1
seed4,task3,5,1
seed4,task3,6,0
seed4,task3,7,1
seed4,task3,8,1
seed4,task3,9,1
seed4,task3,10,1
seed4,task3,11,0
seed4,task3,12,0
seed4,task3,13,1
seed4,task3,14,0
seed4,task3,15,0
seed4,task3,16,0
seed4,task3,17,1
seed4,task3,18,1
seed4,task3,19,1
seed4,task3,20,0
seed4,task3,21,1
seed4,task3,22,1
seed4,task3,23,1
seed4,task3,24,0
seed4,task3,25,0
seed4,task3,26,0
seed4,task3,27,0
seed4,task3,28,1
seed4,task3,29,1
seed4,task3,30,0
seed4,task3,31,0
seed4,task3,32,0
seed4,task3,33,1
seed4,task3,34,1
seed4,task3,35,1
seed4,task3,36,1
seed4,task3,37,0
seed4,task3,38,0
seed4,task3,39,1
seed4,task3,40,1
seed4,task3,41,0
seed4,task3,42,1
seed4,task3,43,0
seed4,task3,44,0
seed4,task3,45,0
seed4,task3,46,0
seed4,task3,47,1
seed4,task3,48,0
seed4,task3,49,0
seed4,task3,50,0
seed4,task3,51,1
seed4,task3,52,1
seed4,task3,53,1
seed4,task3,54,0
seed4,task3,55,1
seed4,task3,56,0
seed4,task3,57,0
seed4,task3,58,0
seed4,task3,59,1
seed4,task3,60,0
seed4,task3,61,0
seed4,task3,62,1
seed4,task3,63,1
seed4,task3,64,0
seed4,task3,65,1
seed4,task3,66,1
seed4,task3,67,0
seed4,task3,68,1
seed4,task3,69,0
seed4,task3,70,1
seed4,task3,71,1
seed4,task3,72,0
seed4,task3,73,1
seed4,task3,74,0
seed4,task3,75,1
seed4,task3,76,1
seed4,task3,77,1
seed4,task3,78,0
seed4,task3,79,0
seed4,task3,80,1
seed4,task3,81,0
seed4,task3,82,0
seed4,task3,83,0
seed4,task3,84,0
seed4,task3,85,0
seed4,task3,86,1
seed4,task3,87,0
seed4,task3,88,1
seed4,task3,89,1
seed4,task3,90,0
seed4,task3,91,0
seed4,task3,92,0
seed4,task3,93,1
seed4,task3,94,0
seed4,task3,95,0
seed4,task3,96,0
seed4,task3,97,0
seed4,task3,98,0
seed4,task3,99,1
seed4,task4,0,1
seed4,task4,1,1
seed4,task4,2,1
seed4,task4,3,1
seed4,task4,4,1
seed4,task4,5,1
seed4,task4,6,1
seed4,task4,7,1
seed4,task4,8,0
seed4,task4,9,1
seed4,task4,10,1
seed4,task4,11,1
seed4,task4,12,1
seed4,task4,13,1
seed4,task4,14,1
seed4,task4,15,1
seed4,task4,16,1
seed4,task4,17,1
seed4,task4,18,1
seed4,task4,19,1
seed4,task4,20,0
seed4,task4,21,1
seed4,task4,22,1
seed4,task4,23,1
seed4,task4,24,1
seed4,task4,25,1
seed4,task4,26,1
seed4,task4,27,1
seed4,task4,28,0
seed4,task4,29,1
seed4,task4,30,1
seed4,task4,31,1
seed4,task4,32,1
seed4,task4,33,1
seed4,task4,34,0
seed4,task4,35,0
seed4,task4,36,1
seed4,task4,37,1
seed4,task4,38,0
seed4,task4,39,0
seed4,task4,40,1
seed4,task4,41,0
seed4,task4,42,1
seed4,task4,43,1
seed4,task4,44,1
seed4,task4,45,1
seed4,task4,46,1
seed4,task4,47,1
seed4,task4,48,1
seed4,task4,49,1
seed4,task4,50,1
seed4,task4,51,1
seed4,task4,52,0
seed4,task4,53,1
seed4,task4,54,1
seed4,task4,55,1
seed4,task4,56,0
seed4,task4,57,0
seed4,task4,58,0
seed4,task4,59,1
seed4,task4,60,0
seed4,task4,61,1
seed4,task4,62,1
seed4,task4,63,1
seed4,task4,64,1
seed4,task4,65,1
seed4,task4,66,1
seed4,task4,67,1
seed4,task4,68,0
seed4,task4,69,1
seed4,task4,70,1
seed4,task4,71,1
seed4,task4,72,1
seed4,task4,73,1
seed4,task4,74,1
seed4,task4,75,1
seed4,task4,76,1
seed4,task4,77,1
seed4,task4,78,1
seed4,task4,79,0
seed4,task4,80,1
seed4,task4,81,1
seed4,task4,82,1
seed4,task4,83,1
seed4,task4,84,1
seed4,task4,85,1
seed4,task4,86,1
seed4,task4,87,1
seed4,task4,88,0
seed4,task4,89,1
seed4,task4,90,1
seed4,task4,91,1
seed4,task4,92,1
seed4,task4,93,1
seed4,task4,94,1
seed4,task4,95,1
seed4,task4,96,1
seed4,task4,97,0
seed4,task4,98,0
seed4,task4,99,1
seed4,task5,0,0
seed4,task5,1,1
seed4,task5,2,1
seed4,task5,3,0
seed4,task5,4,1
seed4,task5,5,1
seed4,task5,6,1
seed4,task5,7,0
seed4,task5,8,1
seed4,task5,9,0
seed4,task5,10,0
seed4,task5,11,1
seed4,task5,12,1
seed4,task5,13,0
seed4,task5,14,0
seed4,task5,15,0
seed4,task5,16,1
seed4,task5,17,1
seed4,task5,18,1
seed4,task5,19,0
seed4,task5,20,1
seed4,task5,21,0
seed4,task5,22,0
seed4,task5,23,1
seed4,task5,24,1
seed4,task5,25,0
seed4,task5,26,1
seed4,task5,27,0
seed4,task5,28,0
seed4,task5,29,1
seed4,task5,30,1
seed4,task5,31,0
seed4,task5,32,1
seed4,task5,33,0
seed4,task5,34,1
seed4,task5,35,1
seed4,task5,36,0
seed4,task5,37,0
seed4,task5,38,1
seed4,task5,39,0
seed4,task5,40,0
seed4,task5,41,1
seed4,task5,42,1
seed4,task5,43,0
seed4,task5,44,1
seed4,task5,45,0
seed4,task5,46,0
seed4,task5,47,1
seed4,task5,48,1
seed4,task5,49,0
seed4,task5,50,1
seed4,task5,51,0
seed4,task5,52,1
seed4,task5,53,1
seed4,task5,54,0
seed4,task5,55,0
seed4,task5,56,1
seed4,task5,57,1
seed4,task5,58,0
seed4,task5,59,1
seed4,task5,60,1
seed4,task5,61,0
seed4,task5,62,1
seed4,task5,63,0
seed4,task5,64,1
seed4,task5,65,1
seed4,task5,66,1
seed4,task5,67,0
seed4,task5,68,0
seed4,task5,69,1
seed4,task5,70,0
seed4,task5,71,1
seed4,task5,72,0
seed4,task5,73,1
seed4,task5,74,0
seed4,task5,75,0
seed4,task5,76,0
seed4,task5,77,0
seed4,task5,78,1
seed4,task5,79,1
seed4,task5,80,0
seed4,task5,81,1
seed4,task5,82,0
seed4,task5,83,0
seed4,task5,84,1
seed4,task5,85,1
seed4,task5,86,0
seed4,task5,87,0
seed4,task5,88,1
seed4,task5,89,1
seed4,task5,90,1
seed4,task5,91,0
seed4,task5,92,0
seed4,task5,93,1
seed4,task5,94,1
seed4,task5,95,1
seed4,task5,96,1
seed4,task5,97,0
seed4,task5,98,0
seed4,task5,99,1
seed4,task6,0,1
seed4,task6,1,1
seed4,task6,2,1
seed4,task6,3,1
seed4,task6,4,1
seed4,task6,5,1
seed4,task6,6,1
seed4,task6,7,1
seed4,task6,8,0
seed4,task6,9,1
seed4,task6,10,1
seed4,task6,11,1
seed4,task6,12,0
seed4,task6,13,0
seed4,task6,14,1
seed4,task6,15,1
seed4,task6,16,1
seed4,task6,17,1
seed4,task6,18,1
seed4,task6,19,0
seed4,task6,20,1
seed4,task6,21,1
seed4,task6,22,1
seed4,task6,23,1
seed4,task6,24,0
seed4,task6,25,1
seed4,task6,26,0
seed4,task6,27,1
seed4,task6,28,1
seed4,task6,29,1
seed4,task6,30,1
seed4,task6,31,1
seed4,task6,32,1
seed4,task6,33,1
seed4,task6,34,1
seed4,task6,35,0
seed4,task6,36,1
seed4,task6,37,1
seed4,task6,38,1
seed4,task6,39,1
seed4,task6,40,1
seed4,task6,41,0
seed4,task6,42,1
seed4,task6,43,1
seed4,task6,44,1
seed4,task6,45,1
seed4,task6,46,1
seed4,task6,47,1
seed4,task6,48,1
seed4,task6,49,1
seed4,task6,50,1
seed4,task6,51,1
seed4,task6,52,1
seed4,task6,53,0
seed4,task6,54,1
seed4,task6,55,1
seed4,task6,56,1
seed4,task6,57,1
seed4,task6,58,1
seed4,task6,59,0
seed4,task6,60,1
seed4,task6,61,1
seed4,task6,62,1
seed4,task6,63,1
seed4,task6,64,1
seed4,task6,65,1
seed4,task6,66,0
seed4,task6,67,1
seed4,task6,68,1
seed4,task6,69,1
seed4,task6,70,1
seed4,task6,71,1
seed4,task6,72,1
seed4,task6,73,1
seed4,task6,74,1
seed4,task6,75,0
seed4,task6,76,1
seed4,task6,77,1
seed4,task6,78,0
seed4,task6,79,1
seed4,task6,80,1
seed4,task6,81,0
seed4,task6,82,1
seed4,task6,83,1
seed4,task6,84,1
seed4,task6,85,1
seed4,task6,86,1
seed4,task6,87,1
seed4,task6,88,1
seed4,task6,89,1
seed4,task6,90,1
seed4,task6,91,1
seed4,task6,92,1
seed4,task6,93,0
seed4,task6,94,1
seed4,task6,95,1
seed4,task6,96,1
seed4,task6,97,1
seed4,task6,98,1
seed4,task6,99,1
seed4,task7,0,1
seed4,task7,1,1
seed4,task7,2,0
seed4,task7,3,1
seed4,task7,4,1
seed4,task7,5,0
seed4,task7,6,1
seed4,task7,7,1
seed4,task7,8,0
seed4,task7,9,1
seed4,task7,10,1
seed4,task7,11,1
seed4,task7,12,1
seed4,task7,13,1
seed4,task7,14,1
seed4,task7,15,1
seed4,task7,16,0
seed4,task7,17,1
seed4,task7,18,1
seed4,task7,19,1
seed4,task7,20,1
seed4,task7,21,1
seed4,task7,22,1
seed4,task7,23,1
seed4,task7,24,1
seed4,task7,25,1
seed4,task7,26,1
seed4,task7,27,0
seed4,task7,28,0
seed4,task7,29,0
seed4,task7,30,1
seed4,task7,31,1
seed4,task7,32,1
seed4,task7,33,1
seed4,task7,34,1
seed4,task7,35,1
seed4,task7,36,1
seed4,task7,37,1
seed4,task7,38,0
seed4,task7,39,1
seed4,task7,40,1
seed4,task7,41,1
seed4,task7,42,1
seed4,task7,43,1
seed4,task7,44,1
seed4,task7,45,1
seed4,task7,46,1
seed4,task7,47,0
seed4,task7,48,1
seed4,task7,49,1
seed4,task7,50,1
seed4,task7,51,1
seed4,task7,52,1
seed4,task7,53,1
seed4,task7,54,1
seed4,task7,55,1
seed4,task7,56,1
seed4,task7,57,1
seed4,task7,58,1
seed4,task7,59,1
seed4,task7,60,1
seed4,task7,61,0
seed4,task7,62,0
seed4,task7,63,1
seed4,task7,64,1
seed4,task7,65,1
seed4,task7,66,0
seed4,task7,67,0
seed4,task7,68,1
seed4,task7,69,1
seed4,task7,70,0
seed4,task7,71,1
seed4,task7,72,0
seed4,task7,73,1
seed4,task7,74,1
seed4,task7,75,1
seed4,task7,76,1
seed4,task7,77,1
seed4,task7,78,0
seed4,task7,79,1
seed4,task7,80,1
seed4,task7,81,1
seed4,task7,82,1
seed4,task7,83,1
seed4,task7,84,0
seed4,task7,85,0
seed4,task7,86,1
seed4,task7,87,1
seed4,task7,88,0
seed4,task7,89,1
seed4,task7,90,0
seed4,task7,91,1
seed4,task7,92,1
seed4,task7,93,1
seed4,task7,94,1
seed4,task7,95,1
seed4,task7,96,0
seed4,task7,97,1
seed4,task7,98,1
seed4,task7,99,1
seed4,task8,0,1
seed4,task8,1,1
seed4,task8,2,0
seed4,task8,3,1
seed4,task8,4,1
seed4,task8,5,1
seed4,task8,6,0
seed4,task8,7,1
seed4,task8,8,1
seed4,task8,9,1
seed4,task8,10,1
seed4,task8,11,1
seed4,task8,12,1
seed4,task8,13,1
seed4,task8,14,0
seed4,task8,15,1
seed4,task8,16,1
seed4,task8,17,1
seed4,task8,18,0
seed4,task8,19,0
seed4,task8,20,1
seed4,task8,21,1
seed4,task8,22,1
seed4,task8,23,1
seed4,task8,24,1
seed4,task8,25,1
seed4,task8,26,1
seed4,task8,27,1
seed4,task8,28,1
seed4,task8,29,0
seed4,task8,30,1
seed4,task8,31,1
seed4,task8,32,1
seed4,task8,33,1
seed4,task8,34,1
seed4,task8,35,1
seed4,task8,36,1
seed4,task8,37,1
seed4,task8,38,1
seed4,task8,39,1
seed4,task8,40,1
seed4,task8,41,0
seed4,task8,42,1
seed4,task8,43,1
seed4,task8,44,1
seed4,task8,45,1
seed4,task8,46,0
seed4,task8,47,1
seed4,task8,48,1
seed4,task8,49,0
seed4,task8,50,1
seed4,task8,51,1
seed4,task8,52,0
seed4,task8,53,1
seed4,task8,54,0
seed4,task8,55,1
seed4,task8,56,1
seed4,task8,57,1
seed4,task8,58,0
seed4,task8,59,1
seed4,task8,60,1
seed4,task8,61,1
seed4,task8,62,1
seed4,task8,63,1
seed4,task8,64,1
seed4,task8,65,1
seed4,task8,66,1
seed4,task8,67,0
seed4,task8,68,1
seed4,task8,69,1
seed4,task8,70,1
seed4,task8,71,1
seed4,task8,72,1
seed4,task8,73,1
seed4,task8,74,1
seed4,task8,75,1
seed4,task8,76,1
seed4,task8,77,1
seed4,task8,78,0
seed4,task8,79,1
seed4,task8,80,1
seed4,task8,81,0
seed4,task8,82,1
seed4,task8,83,1
seed4,task8,84,1
seed4,task8,85,1
seed4,task8,86,0
seed4,task8,87,1
seed4,task8,88,1
seed4,task8,89,0
seed4,task8,90,1
seed4,task8,91,1
seed4,task8,92,1
seed4,task8,93,1
seed4,task8,94,1
seed4,task8,95,1
seed4,task8,96,1
seed4,task8,97,1
seed4,task8,98,1
seed4,task8,99,1
seed4,task9,0,0
seed4,task9,1,0
seed4,task9,2,1
seed4,task9,3,1
seed4,task9,4,1
seed4,task9,5,0
seed4,task9,6,0
seed4,task9,7,0
seed4,task9,8,0
seed4,task9,9,0
seed4,task9,10,0
seed4,task9,11,0
seed4,task9,12,0
seed4,task9,13,0
seed4,task9,14,0
seed4,task9,15,0
seed4,task9,16,0
seed4,task9,17,0
seed4,task9,18,0
seed4,task9,19,0
seed4,task9,20,0
seed4,task9,21,0
seed4,task9,22,0
seed4,task9,23,0
seed4,task9,24,0
seed4,task9,25,0
seed4,task9,26,1
seed4,task9,27,1
seed4,task9,28,0
seed4,task9,29,0
seed4,task9,30,0
seed4,task9,31,0
seed4,task9,32,1
seed4,task9,33,1
seed4,task9,34,1
seed4,task9,35,0
seed4,task9,36,0
seed4,task9,37,0
seed4,task9,38,0
seed4,task9,39,0
seed4,task9,40,0
seed4,task9,41,0
seed4,task9,42,0
seed4,task9,43,0
seed4,task9,44,0
seed4,task9,45,0
seed4,task9,46,0
seed4,task9,47,0
seed4,task9,48,1
seed4,task9,49,0
seed4,task9,50,0
seed4,task9,51,0
seed4,task9,52,0
seed4,task9,53,0
seed4,task9,54,0
seed4,task9,55,0
seed4,task9,56,1
seed4,task9,57,0
seed4,task9,58,0
seed4,task9,59,0
seed4,task9,60,0
seed4,task9,61,0
seed4,task9,62,1
seed4,task9,63,1
seed4,task9,64,1
seed4,task9,65,0
seed4,task9,66,0
seed4,task9,67,0
seed4,task9,68,0
seed4,task9,69,0
seed4,task9,70,0
seed4,task9,71,0
seed4,task9,72,0
seed4,task9,73,0
seed4,task9,74,0
seed4,task9,75,0
seed4,task9,76,0
seed4,task9,77,0
seed4,task9,78,1
seed4,task9,79,0
seed4,task9,80,0
seed4,task9,81,0
seed4,task9,82,0
seed4,task9,83,1
seed4,task9,84,0
seed4,task9,85,0
seed4,task9,86,1
seed4,task9,87,0
seed4,task9,88,0
seed4,task9,89,0
seed4,task9,90,0
seed4,task9,91,0
seed4,task9,92,1
seed4,task9,93,0
seed4,task9,94,1
seed4,task9,95,0
seed4,task9,96,0
seed4,task9,97,0
seed4,task9,98,0
seed4,task9,99,0
